protein_marker_01,protein_marker_02,protein_marker_03,protein_marker_04,protein_marker_05,protein_marker_06,protein_marker_07,protein_marker_08,protein_marker_09,protein_marker_10,protein_marker_11,protein_marker_12,protein_marker_13,protein_marker_14,protein_marker_15,protein_marker_16,protein_marker_17,protein_marker_18,protein_marker_19,protein_marker_20,protein_marker_21,protein_marker_22,protein_marker_23,protein_marker_24,protein_marker_25
-0.931544256,-1.765542631,-0.103400508,-3.813677484,-1.86266969,-1.053020298,0.959999092,-0.893341272,0.346159448,-0.129079388,-2.324654637,0.823401764,-0.33273867,1.174616687,1.705633944,-0.523967233,-1.64266831,0.183703234,1.778061609,0.299057038,-0.733800821,-1.13849333,1.383179691,-0.210399384,-1.047225948
1.976457285,1.693265528,1.335308865,1.283267002,-0.411993409,-0.07346117,0.51946983,1.519129987,-1.487333733,0.831819194,-0.295537498,1.073346494,0.508643655,0.363037842,0.452511466,,0.430781738,-1.673260199,-0.388895421,0.618714984,0.745971839,-0.825453088,1.216140965,0.677688747,0.140942917
,,,,,,,,,,,,,,,,,,,,,,,,
-0.353319425,1.111255952,0.911127744,0.799244909,0.771405437,2.93867327,1.697316335,1.218411702,1.433946228,1.645274195,0.534675243,-0.041341191,-0.243021683,-0.699690866,-2.5042123,-0.183487557,1.20065697,0.540183207,-0.202103889,0.892606052,0.454713627,-1.144342925,1.251024997,-0.572453276,-1.273200524
1.198438831,0.461303973,1.050155507,1.40373917,0.216047161,0.757842084,0.403165121,-0.77795679,0.03072915,-0.957014972,-1.568542287,0.704183104,1.165066916,-0.697165887,-1.01156486,-0.017119718,0.747875786,-0.147791235,0.299317623,-0.796554253,1.233423318,0.713817659,-0.522238017,-1.021710045,0.214842976
-1.733709436,-1.604715078,-1.428031719,-0.683860211,-2.046093829,-1.49972006,0.482698368,-1.112501985,0.386180194,-1.182156453,-0.720608676,-1.315953362,1.91450603,0.56651412,0.038413328,0.864917973,1.614426985,0.478316664,0.201900088,-0.399691947,-0.311578427,-0.30737898,2.485881338,0.213713107,-0.71658323
-0.030034775,0.176544142,-0.075565146,-0.338895687,0.564622843,0.001113481,0.61785574,1.757486999,-0.197086679,1.480603032,0.361551716,-0.888006142,-0.497651608,-0.774655616,1.280498545,-0.607684759,1.431308187,-0.260922634,-0.15742281,-0.302077942,0.601836342,-1.449436602,0.240849541,-1.312462646,0.123915181
-0.974602199,-0.05992113,0.380288955,1.306221021,0.799192817,-0.749027284,1.492074613,-0.982811463,-1.055404755,0.421494008,-0.244777735,0.158208726,1.260908089,0.468113962,-0.17561832,0.870410605,1.241301155,-0.422505441,1.487714941,-0.538395858,0.265557281,-0.559028979,1.146794162,1.284270596,0.723079003
0.136285944,0.737920948,0.011344692,-0.139914062,0.011458579,1.897416095,0.064596452,-0.43724883,-1.006444812,1.353869231,0.575134804,0.104275548,-0.71021022,0.407209637,-1.796759803,0.764734473,0.317328808,-0.266761493,0.13621454,-1.934178574,-0.641301494,0.101202565,-0.362008859,0.157408764,-0.176259021
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,0.883899475,-0.46558444,0.407011908,0.302361778,0.263851804,0.979653818,1.297934449,2.285726482,1.054847484,2.447812092,2.80390417,-2.291508589,-2.020577688,-1.766419203,-0.903768733,-0.242121255,-1.326251847,-1.746710687,1.078182764,-0.434549932,0.57403635,-0.928833674,-0.633056666,0.907830095
-0.149167965,-0.355729137,,0.011207127,-0.082641786,-0.205176489,-2.257868265,-0.435322625,-1.183782183,0.09483163,-1.408292434,-0.19874613,-0.453537352,-0.663032962,2.215012105,2.955967674,0.326238399,0.946235996,0.329231936,-1.285944416,,2.401700276,-0.95844337,-1.561931068,0.40310994
,,,,,,,,,,,,,,,,,,,,,,,,
-1.746109569,-2.584875175,-3.490122603,-1.317982864,-2.298656279,-3.117031699,-2.041859469,-1.275032299,-2.447003888,-1.227681264,-0.223642243,-0.594710314,-1.279540749,1.232872927,0.480139156,1.117408176,1.734806837,-0.063812546,-1.059330535,1.203491226,-0.028934263,-1.636370344,1.105332544,-0.802846591,0.385095304
-0.589199559,1.19907512,0.947194049,1.170175829,-0.282784607,1.462484675,-0.352011861,-1.093191981,-1.235424059,1.265306901,-0.798952647,-1.203345604,0.927816916,0.338436605,0.052772719,0.43593983,-0.544715084,0.169804302,-0.04437236,0.293288861,-0.429223835,-0.360232485,-1.831427644,0.399671762,-1.667260366
0.7878914,-0.996172199,0.165148699,-0.940062057,0.625957446,0.263154659,-1.919355485,-0.163880898,-0.60369285,-0.878494251,-0.956694382,0.065408712,2.343734821,0.510673911,0.255494089,0.425556454,1.200987278,0.283187421,-0.143851434,0.549379686,0.751311989,-0.266641292,-0.36284922,,-0.792070657
0.393235788,1.490129659,0.115619423,-0.692544461,0.176178717,-0.388262774,0.564931456,-0.057615766,0.601049571,-1.147584093,0.213048338,0.092256817,-0.454208086,-0.273476964,-0.97889776,-0.055656186,0.062494631,0.807202822,-0.624500524,0.453433623,-0.479683356,0.575070922,1.309872623,0.965997232,-0.211257067
,,,,,,,,,,,,,,,,,,,,,,,,
-1.482916509,-1.00837868,-1.957778679,-1.491568143,-1.109399707,-0.154476454,,0.540431228,-0.921617872,-2.152172479,0.212802618,-2.231119296,1.850944989,-0.180313991,0.818294134,0.899132192,-0.454159145,1.086322672,0.405081671,1.821049995,0.594460143,-0.531252164,1.253900663,1.125234371,0.357738759
-0.901873249,-0.511479233,-0.772946201,-1.428847441,-0.537009518,-2.096447573,0.174560236,-0.093746875,-0.726518973,-0.342371733,-1.13013427,-1.903765465,0.542951209,0.254789843,1.632224459,0.640594716,-1.175730888,-0.279233878,-0.225811702,0.091540658,-0.375249147,-1.244411876,-1.127792977,1.386110435,-0.806951875
-0.360112351,-0.372241627,0.119737294,1.587795141,0.185429367,-0.390116974,-0.433113278,1.090699726,-0.617065431,-0.034704203,0.534337344,-1.113699483,-0.132511605,-0.754003735,0.742962226,2.300158054,0.32728948,0.623084714,-0.590993591,-1.011343277,1.829717591,-0.602265723,-0.916541614,0.25821517,2.008708705
-0.075625854,-0.624631628,0.678142835,0.140532404,0.015627051,0.775574977,-0.099571571,1.43127634,-0.196205393,0.968673352,,1.872368888,-0.514463434,-0.81996669,-1.390504506,0.670395695,-0.350264631,0.640230741,-0.861672026,0.638797486,-0.74523465,-0.564965547,-0.147221778,0.318526575,-0.102458309
2.972846904,1.310690598,2.80871157,2.491702117,3.632548679,2.247235344,1.007591526,,2.74944313,0.837253523,0.71086494,-0.114361247,-0.215052818,1.604002468,0.190823364,-0.234561317,-1.442055499,0.277199851,-0.129985066,-0.566551674,-1.409014086,-0.313005813,1.873459068,-0.557473799,-0.007687796
2.321835432,,2.660599877,3.590685181,3.75018027,2.256334157,1.98531114,,1.948662648,2.022185484,2.541145732,1.927783436,-0.232627218,-1.246339601,-0.591957653,-0.501848823,-2.708346475,0.304063339,0.924483569,-0.109936976,0.856099137,-1.186512737,-0.640007196,-0.987624701,-0.670749107
-1.308523147,-0.011703646,-1.925294129,-0.494888328,0.089052424,,0.108574008,0.80367595,1.749866495,0.84237333,-0.400753255,0.258592793,0.270581114,0.105264706,-0.707292202,1.510540588,0.24439651,0.118157198,,0.370181002,-2.149407941,0.982025739,-1.732962788,1.282074509,-1.00337676
-0.487660636,-0.879201644,-1.0088638,1.501916501,-0.342975666,0.317841674,-2.120391773,-1.332313607,-1.481015919,-1.266384958,-2.637230288,-1.481903755,0.73105511,0.564620999,0.510225729,-0.527045566,0.189983778,1.460490374,-0.237122022,-0.821354315,1.491816826,0.472213863,-1.401936047,0.605743712,-0.126303171
-1.471194118,-0.167320545,-0.696536236,-1.328548502,-1.377576702,-0.374726274,-1.654686062,-1.882149279,-1.676048559,-2.165534822,-1.486971344,-1.712659395,0.700133587,1.276729747,1.261274664,0.581756729,0.103892074,2.207978155,0.308490425,-0.510294748,0.101753877,-1.448829773,0.93194819,0.686829056,0.027550724
,,,,,,,,,,,,,,,,,,,,,,,,
-1.168004233,-1.198829252,-1.700622009,-1.616773139,-0.80143324,-1.253382315,0.88478081,0.252424682,-0.788490045,-1.660322755,-0.081974969,0.138268599,1.092474133,1.406812507,0.716748384,0.787425841,0.069811736,-0.258384944,0.490414035,-0.548644971,-0.948464502,-1.56525488,1.187964575,1.623921504,1.655155943
0.639903668,0.428790281,-0.394248532,0.72543097,-0.879439505,-0.233055696,-0.84806494,0.27036095,-0.185046485,0.318678966,-1.556359993,0.389843388,-1.010787567,0.544581015,-0.631280874,0.908731417,0.568371878,-1.200755598,0.260200982,0.973385316,-1.634088676,1.342255726,0.069790821,-0.228613925,-0.126309351
-0.192323227,-0.291598622,1.659357172,0.438194251,-0.345725495,-1.147316951,-0.373873962,0.5980937,-0.677100595,-0.258004819,-1.534261077,0.998591741,0.771680958,-0.944214057,2.007782719,-0.681806167,-0.082750806,1.169263592,0.638529504,-0.986157598,0.382882953,,-0.032271227,-0.801840713,-0.085929274
-1.026958214,-1.782748762,-1.527032081,-1.569004969,-1.885527959,-0.165052374,0.798085671,-0.300783769,-0.581701245,0.463158958,-0.118247982,-0.739549785,0.729439795,-0.047476789,-1.687079446,1.340848826,-1.020396884,-1.30840223,-0.158013737,-0.989524376,-1.326914171,-0.055737294,0.297304246,-0.573674125,0.815295478
-0.571574046,0.533404806,1.023932833,0.378129941,1.819034005,2.301194039,2.521012239,1.408983271,0.885513703,0.826176892,-0.158474174,1.751973413,-1.399481975,-0.528026569,0.14697302,-1.020085074,-0.42540554,-1.974951187,0.184067821,1.906055866,0.502089031,-0.852645167,-0.800920336,1.571191617,-0.171065829
0.230948003,-2.368663038,-1.081673024,0.941021759,0.414631696,-0.274612253,-0.40297777,-0.729731424,-0.257304028,0.448496729,,1.207256785,-0.60198771,-0.251315908,0.275120118,-0.363188297,0.886025722,-1.042620411,-0.488955424,-1.530226442,-0.304824151,-0.664269328,0.137871921,-1.111047626,
1.040707096,0.211831222,1.903233491,1.241948486,1.106907046,1.237761069,-0.632718402,-0.998604038,0.238353862,-0.231371949,0.161867576,0.751686188,1.964849289,0.513889315,0.634171247,0.163131517,0.091763025,-1.508958617,-1.550553321,-0.026716529,-0.47536414,-0.453742082,,-0.75112251,-1.279044738
-1.504208526,-0.212591376,-0.349465123,0.052291071,-1.037611585,-0.116170873,0.207036752,-2.221678188,0.124996155,,-0.533192212,-0.248662526,0.290944799,0.933731484,-0.275054503,1.79725554,0.424060002,0.60742104,0.342835852,1.851483848,0.509345967,-0.106827236,1.34889093,2.898509319,-1.271144521
,,,,,,,,,,,,,,,,,,,,,,,,
-0.957741087,-1.433740571,-0.065485441,-0.701680808,-2.682886782,0.082403702,-1.06510367,-1.076403429,-1.123097556,1.254446851,0.082140445,-1.159106777,0.890999084,0.47523159,0.073025155,0.432330181,-0.630489661,-1.351046853,-0.287712958,1.346770669,1.145802872,0.95560181,0.438880635,-0.733055845,-0.231617586
-0.489051265,-1.443294459,-0.014941335,0.530735422,-0.754130492,-0.996088454,0.434946386,-0.540728223,0.316364962,0.45855639,1.256998618,-0.45895864,-0.676583792,0.09589783,-1.048769552,0.716177872,-0.811783782,-0.018862095,1.035821069,0.652474864,-0.633778336,0.971004504,-1.034750302,-1.081447359,-0.809024782
,,,,,,,,,,,,,,,,,,,,,,,,
0.489762052,0.484447369,0.874319384,-0.516197634,-1.077814302,-0.032573326,-1.054279758,-0.302900922,0.098385235,-0.064747723,-0.068782334,0.370600791,0.422196511,0.654507284,0.066638479,0.499264847,1.01750717,-1.72840087,-1.771384412,-0.130645261,-0.635327133,-1.153611724,-0.373832034,0.097114146,0.209100094
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
-1.358361152,-1.698105393,-0.884060368,-0.65423954,,-0.00314472,-0.746705504,-1.072087664,0.80683475,-0.916747598,-0.461691722,-0.62592892,-0.316690716,0.667254369,1.358759471,1.933732126,0.680754808,0.093589372,0.338036355,0.232218506,-0.424096731,-1.201100097,-0.821529797,-1.893983581,0.216616549
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1.744233504,-0.192793102,1.616457662,1.214157208,1.208661965,0.748149208,0.607963873,0.71365974,0.220993687,1.158357041,0.226842356,0.666469938,-3.075252136,-0.285693107,-1.061680225,0.467898545,-1.037700503,1.186925907,0.963798803,0.280958066,0.002954967,0.545345392,-0.162785921,2.787670056,0.533935141
-1.428521818,-1.039418765,-2.225418047,0.24396701,-0.958251359,-1.066357307,-0.299758493,-1.05916684,0.060672045,-0.568512124,-0.727903961,-1.569060387,0.631296624,0.576926964,-0.494911179,-0.280024842,-0.139302472,0.0055167,-0.924974093,0.630145321,0.506301606,0.505189473,1.851086664,0.885902502,-0.02383603
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
-0.584189199,0.497501557,0.113670382,0.929538546,-0.058749796,-0.82527498,1.127572748,2.878478542,0.812363828,1.66073509,3.148046421,-0.00179996,0.02963651,0.044752343,1.263037016,1.941261679,-0.174956498,-0.151186761,0.979839781,-0.086049067,0.191282897,-1.56738533,-0.90994364,-2.119985299,-1.013211352
1.766468629,-0.541020505,1.055794081,0.5299477,-0.616984894,-1.338414762,1.552872621,0.453333156,0.592674437,3.035981004,0.447696468,2.540497422,0.545809221,-0.693734713,-0.87979843,1.943056227,1.094653009,-0.182683528,-2.012620612,-0.081187351,-0.917183943,-0.152749214,-0.203342169,0.038849686,-0.131755481
-1.506721132,-0.406479756,0.672068281,-0.158996596,-1.124836221,-1.6533135,-1.403422188,0.144145385,0.137269975,-0.175951552,,,-0.584663457,1.054090301,-0.134105631,-0.044393619,1.170542684,0.604445271,0.28167087,-0.350654482,0.569157816,0.618543544,0.203902635,-0.099369489,2.025812523
-1.21028537,-1.775648526,-1.263893261,-0.993386115,-0.752345798,-2.345536212,-1.010624595,0.71955195,-0.002242128,0.665945084,-0.713644774,0.689171326,-0.696794092,-1.434473119,-0.48484634,0.48213834,-1.228204993,2.004985209,-2.197590593,0.444211029,-0.285465188,0.358597526,-0.72530683,-0.267807521,0.565786642
,,,,,,,,,,,,,,,,,,,,,,,,
1.065646113,0.392668443,1.412480334,-0.293725211,1.558749158,0.691885469,-0.535274653,0.627781746,-1.092017844,0.703361228,-0.573420051,0.037105662,-0.480679785,-0.140187205,1.001350945,-0.46986481,-0.170817228,-0.612496971,1.093656808,0.624936391,0.220024005,-1.098325623,0.615428415,-0.74835402,0.707216167
-1.822483287,-1.319496658,0.85789502,-1.798644257,-0.449412156,-1.634005951,-1.545789461,-0.476891954,-0.899479427,-0.844323321,-1.197047136,1.166875055,1.363452365,1.028092816,-1.226045338,0.266912567,0.709619372,1.546273078,3.009770133,-1.00908731,1.601545484,0.287071622,,-0.977642127,-0.758886608
-2.817560523,,-1.170072075,-1.937450208,-2.417016137,-2.764700584,-1.495742132,-0.912351164,-1.299428433,-0.520188978,-1.268399678,-1.827739478,0.290974864,-0.273527916,-0.784036366,0.392420726,0.227368547,-0.040878987,-0.238823834,0.146848458,0.381583702,0.510845014,-0.151083277,1.389507798,-0.004857377
-1.174039984,0.261050814,-0.455666357,-0.860308746,-1.234357684,-1.307406515,-1.54380557,-2.709932437,-0.211188901,-0.827186377,-0.084189695,-0.735344877,-0.655061424,0.528263372,1.785236186,-0.921322516,0.358600147,1.157822306,-1.247115878,1.552067321,0.073218953,-1.107203845,1.090911301,-0.886528297,-0.588860604
0.478192796,0.607254486,0.684159774,-0.716991109,1.781728337,-0.476978639,0.758883783,-0.665449545,0.064079882,-0.114634385,0.37409781,-1.223760888,-0.805228594,-0.00583869,,0.176315218,-0.475619716,0.507404856,-0.513492174,-0.224623497,-0.69237082,0.392592639,-0.257617439,-0.276148059,2.022754813
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
-0.525161553,-0.206072064,1.753284665,1.016086669,0.230350338,0.646199154,0.289832558,0.005230751,0.404772454,-0.152108642,-0.228101007,1.670410416,-0.157117177,0.614116993,-1.187002584,-0.028242586,-0.34309588,0.341288851,-0.924823676,-0.056508192,-1.525480146,-0.883841822,-1.1069663,-0.851830341,-0.685323804
-0.460099882,-0.165717254,-0.413278047,1.658246293,-0.336124037,-0.593635055,1.711995084,1.722465629,0.135014003,1.588540208,-0.148878344,0.13075041,0.854129663,-1.761343864,,-0.424344576,-1.759347544,-1.671285956,-0.426850006,0.116618502,-0.195088222,0.080513458,-1.702968921,0.978068022,0.738828079
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
-0.306361985,-0.206339364,-0.716786063,,0.334621046,1.000192046,0.625177695,-0.869903622,-0.790993778,0.459109149,-1.06904582,2.073894663,-0.623755451,0.889221991,,1.400267101,0.446363392,-1.128953498,-0.8816028,0.880174858,-0.118180305,0.242130029,1.283591014,1.643098586,0.718117795
-0.083040948,-0.172948588,0.508439119,0.656654619,2.007424461,0.53396797,1.469387984,-0.231202224,-0.160295377,-0.034894006,1.491337984,,-0.169320869,-0.027083349,-0.621834072,0.05805574,-0.669073571,0.059924864,,2.192713164,-0.071482837,-0.599101855,-0.660518508,-0.969227713,-0.693533869
-0.738081604,0.960582226,-0.298308258,-0.068320323,0.040063083,0.89979616,0.54964132,0.71707436,-0.294246467,0.819893977,-0.172715819,2.192450668,-0.374625122,0.260370029,0.513052291,-0.32791065,0.861521878,-2.413123055,-0.41385855,0.48042927,-0.055907894,0.359592706,1.81483752,0.720904712,2.916202578
1.525304239,0.914484753,1.481828799,0.40244497,0.2626294,0.184368178,-0.303238312,0.436960847,0.306579009,0.661941682,-0.102364574,0.468143717,-1.941901255,0.788355859,-0.594511794,0.017577076,0.681124001,-1.753619061,-0.999426398,0.541320961,1.23464187,2.142413239,0.027197354,1.004610868,0.555426134
0.602888796,0.523280201,,0.285729964,-0.390884043,0.596870037,0.355730457,0.486648766,-0.995093531,0.492030133,-0.342496183,0.162245236,0.850321525,-0.348479555,1.065635942,-1.846683896,-0.126436655,0.7341115,-0.707144996,-0.182592686,-1.311557861,0.740122921,-0.115529547,0.309897802,-0.550661949
-0.838433305,0.353084697,-0.932783541,-0.299606652,-0.070925075,-0.598181656,-1.573085426,-0.768634424,-1.020586595,1.158791847,0.641582571,-0.165805488,0.575711413,0.977191274,1.528188668,2.321876061,0.653953732,,0.643636001,1.157789099,,-0.059167014,-0.849938141,-0.117530822,
-1.737699487,-1.966292825,-0.362346864,-0.862530505,-2.036274165,-2.385137373,-0.921707922,-0.440945737,0.924133009,-1.095928491,-1.18070889,-0.391530831,0.828968945,,-0.383851543,0.725797849,0.071565722,0.140058077,-0.230320961,-0.039271618,-0.03283532,-0.833612971,1.951355169,2.125704035,0.630833627
0.587810339,0.830328185,1.999043568,1.56471225,1.366395421,1.130809784,1.90477786,-1.163621308,-0.67426577,1.207210166,0.923529944,0.815248271,-0.200175542,-0.655435875,0.16376861,1.388185528,-0.013625827,-1.310745198,-1.753486959,0.267220098,0.580211234,-0.616491501,-0.150288878,-0.013845394,0.592794479
,,,,,,,,,,,,,,,,,,,,,,,,
1.70964384,-1.459671817,-0.125915118,0.20211494,0.214048985,-0.943320218,0.654231024,0.366384266,-0.708993931,-0.264471417,0.340106831,-0.113576147,0.335422749,1.936523152,0.111445622,-0.94304912,1.679083053,0.686897022,0.41671982,-0.52934187,-1.726023572,-0.885802572,2.457668669,-0.336526774,0.966482154
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
-1.957884387,-0.817548327,-1.892259037,-2.237250008,-1.712880185,-2.5535736,-0.376788852,-0.018409195,-0.638676992,0.476785792,0.874831316,-0.388121397,1.036602981,0.67467121,1.095699556,0.691886286,-0.322650639,0.414636214,-0.792098829,0.934939742,0.993719818,0.150392393,1.681560221,-0.275305341,2.108054104
-2.255412368,-0.837864812,-1.150317641,-1.675282388,0.040929415,-1.838301554,0.159439939,1.80504926,0.793225138,-0.893520718,0.280515387,-0.195498358,0.774971149,0.611155637,-0.141665715,0.48039804,0.692278344,0.836277671,0.676905709,-1.579180915,-1.384321136,-1.079131791,0.614462582,-2.108530461,1.968887818
-0.282251997,-0.521608028,-0.964277721,-1.357398293,-0.703902416,-1.170006555,-1.217040694,-1.056149139,0.99428681,0.314500476,1.328528718,-0.275531462,-1.788843516,-0.002704422,-0.747792153,-0.790469823,-0.529590371,-0.405770699,-0.371652226,-1.477779775,-0.855737427,2.177847853,0.974889357,0.513570183,0.800964895
-0.41197389,-2.12670851,-2.017265261,-2.842169637,,-1.225676804,-0.719504378,-0.22842546,0.205288703,-1.707266443,-0.472329764,-0.826459449,0.124670606,-0.161658399,0.774097678,-1.198708422,0.628251387,0.242505208,-0.072773334,0.584137101,0.16485084,1.762448298,0.054325072,-1.078334441,0.038696718
-0.903125441,-0.63109624,-0.457958065,-1.31002353,-0.132992894,-0.723068455,2.03447968,-0.394874372,1.403199878,1.63160993,-0.915668122,1.475814847,-0.859124261,-3.224689851,-0.750582996,0.256628154,-0.321664059,0.036106787,-0.18919442,,0.472856448,0.501176558,0.733732287,0.741876442,0.055885883
0.647142373,-1.145808035,-0.593583283,0.938799207,0.806196327,-1.499107595,-0.11341138,-0.928314303,-1.626897203,-0.017420072,0.088441929,-0.595852184,1.211156108,1.438533407,-0.740946908,-1.097127786,1.429535597,-0.578910313,-1.48013453,0.894592606,0.442720877,1.275755411,-0.034157815,-0.001324732,-0.323764395
0.977299597,0.933821465,0.779555269,1.237919552,0.804870738,0.492009734,-0.139047563,-0.089754087,-0.531660566,1.301118694,0.008232087,0.661331995,0.899190451,-0.743410421,0.818889344,-1.35745676,-0.110674799,-0.06931744,1.405396168,-1.630168209,-0.984005114,-0.266979681,-0.020210086,0.943109103,-0.194384225
1.65854338,-0.658986929,1.350311538,0.795079937,1.336600116,1.453791684,-0.41010386,0.275159704,0.852126153,1.023284442,0.482481523,0.629932057,-1.348094581,-0.710020082,-0.394917215,-0.83518727,1.685880966,0.169076587,0.662330057,-0.098409944,-1.59799136,,0.119716757,-0.948343768,-2.186784415
-0.317531612,-1.695303564,0.414720487,-0.240819497,0.374303329,-1.558363168,-1.201318707,0.186726133,0.932330638,-0.067228022,-0.028817257,0.11656871,-0.073085083,-0.229968327,-1.340412263,0.355888369,0.51070305,0.899474589,-0.747383601,-0.034236817,0.539059643,-0.423539805,-0.396815146,-0.535221204,1.530263453
0.393202116,1.417829232,-0.110523542,-0.938999369,1.204773987,0.259694754,-0.792667166,0.534113588,1.741649839,-0.427575769,-1.546126411,0.385787209,-0.001720078,-0.930801632,0.544698663,1.563604736,-1.439842482,0.486277827,0.191861921,0.480467097,1.433123942,-1.35541503,0.504377835,-0.340036026,1.177453642
-1.870309014,-0.877355673,-1.406564216,-0.942572268,-0.755900596,-0.934512735,-2.579135694,-1.571291054,-0.242971266,-0.948597519,-2.806472371,-2.249540303,1.528272367,0.933776363,0.351619126,1.598893608,2.59540716,0.109972007,0.974117915,-1.031159996,-0.345301615,2.591922611,0.501845175,-1.482282203,-1.676686792
-0.737112744,-0.893322185,-1.201772322,0.330158898,-0.873911424,-1.214660491,-0.200737998,0.487006584,0.497497359,-0.290230971,1.135873366,0.02284764,-1.491004984,-0.022829751,-1.245660565,1.306947269,1.0058625,0.589642737,0.055741013,-1.966764061,-1.144686484,-1.406538067,0.8189166,1.111420209,0.889987915
-0.648417264,-1.961512758,-1.902590706,-1.370792226,-1.399037636,-1.023811968,-0.307483955,,1.604769354,0.374431291,-1.131464102,0.088024013,-1.693529488,-0.349751786,-1.961452915,0.883426113,0.637263457,0.714050379,1.556754187,0.171272762,-0.429880322,0.297558131,0.639606515,-1.625422916,-0.007714608
-1.106339321,-1.538428425,-1.171164695,-2.054230132,0.128008477,-1.866082697,-1.682538771,-0.944964453,-0.780179591,-1.651368305,-0.041264947,-0.019819448,0.460918231,0.560956386,1.239657438,0.756752918,1.008554682,-0.212153342,2.917850842,0.526430273,0.394062573,0.285876685,2.000043052,1.097313618,-0.199046139
-0.567108182,-0.746797412,-1.044251941,-1.20736963,0.112519208,-0.230577049,0.554146091,0.735529235,0.182714979,2.146181352,-0.934163631,-0.720933321,-1.970921812,,-0.466572931,2.562564612,-0.76278876,-0.110528135,-0.126121736,1.007454963,-0.233143157,0.516005584,1.05262974,0.424398479,0.492841509
,,,,,,,,,,,,,,,,,,,,,,,,
1.373690889,1.948632524,1.02898146,0.982619379,0.230827906,0.830396189,2.393142388,1.276693383,-0.048695195,0.556104562,1.305944452,0.272803901,0.212421106,-1.526910399,0.254896658,-0.692473175,-0.358140627,0.918651448,-0.989409252,0.775681641,0.924970719,-0.079249843,0.453071504,0.345116149,-0.011249182
-0.498257473,-0.871536266,-1.525606225,-1.796696047,-1.411063817,0.110650044,-0.114779832,-0.500208888,-0.712139912,0.758519133,-0.85675451,0.407334375,1.576709369,-0.260612938,1.189449888,0.162575659,1.705130756,,-2.213574623,0.485773775,0.184338066,0.138411733,1.412698114,,0.079481177
-1.495980539,-0.550357101,0.376222773,1.181324415,0.027877992,-0.841409264,-0.201851239,0.345439251,-1.521061176,-0.718895692,0.403780285,0.134592274,-0.571032449,0.642046827,-0.719113721,0.793480297,0.345416937,1.465334092,1.248145051,1.322405078,-1.9543229,0.479868481,-0.949973189,-0.400427912,0.080448965
-0.59648909,-1.469855799,0.279831032,-1.368834585,-1.125584464,-0.891870282,0.153843353,-0.750111892,-0.923636436,-0.298793933,-0.485132936,-1.132036208,0.314522783,-0.406309347,0.990835895,-0.71143978,1.707713649,1.21720301,-0.35349381,-0.055387916,-0.692263629,-0.001816361,2.014241793,,-1.367489398
0.287091081,-0.68201402,-1.087378839,-0.593683037,0.201712954,0.617918612,0.047789776,-2.009704144,-1.19928251,-2.186249104,-1.27776988,-2.336247257,0.701044439,-0.698376453,1.964089212,0.80177223,1.303784288,0.293892233,0.875355747,-1.729899303,-0.548022326,-0.068361146,-0.774639434,0.731183329,0.446915964
-0.801409652,0.275608307,1.060947922,-0.635174747,0.552132511,1.523439105,-1.75349313,-1.26084228,0.759840784,1.522234655,-0.625386467,-0.628740122,-1.409113246,-0.882227086,0.861031705,0.17071961,-0.332417403,-0.5676102,1.076452171,-0.067659674,-0.746615982,-1.321109943,0.900275393,-0.9446827,1.059814996
-1.273139017,-0.749515622,-0.224722529,-1.24692785,-0.878745222,-0.990004618,0.848742615,-1.831119692,0.533410896,-1.811294858,-1.425918324,-1.049834526,0.635472615,-0.279221248,0.883610983,0.543672289,0.877040826,0.163049701,-1.08097023,0.088450748,0.190821272,2.01368247,0.00660044,0.346194952,0.407331464
1.522863059,1.210764374,1.457644297,1.235872438,2.74788026,1.489678347,-0.674335304,1.286881203,-1.030511012,-1.435811949,0.980859589,0.583838554,-0.221181245,-0.55555038,-0.185373128,0.247611405,0.90224651,-1.044598162,-0.930814195,0.518194242,0.211442081,0.535699149,-0.0509324,-2.626325096,-0.229187911
1.255006678,-0.099809151,-0.076431337,0.13212125,-1.441685551,0.438790537,-0.954189034,-2.380327921,1.265157897,-1.038976663,0.832742218,0.36119209,-0.49082471,-0.134885605,-0.345269397,1.438564661,-0.018086786,-0.10584853,1.744686889,-1.532682366,-1.674074868,0.208906761,-1.302912874,-1.9295999,2.689040603
,,,,,,,,,,,,,,,,,,,,,,,,
0.118990967,-0.143737505,0.156344458,-0.542090662,-0.013300135,0.193476849,0.155897677,-0.813912501,0.08786438,0.695444312,-1.054641078,0.524017311,-0.047050451,0.77419362,0.475018029,0.555492704,0.204756025,-1.489020075,-0.660287537,0.868103572,0.016123706,-1.003614193,-1.288358185,-0.417829232,0.7734513
